age,age_group,age_site,group,meta_p_AH_NAH,meta_p_AH_NC,meta_p_NAH_NC,meta_z_AH_NAH,meta_z_AH_NC,meta_z_NAH_NC,sex,sex_group,sex_site,site,site_group
0.0667258307838059,0.418890275780833,NA,0.504057225987469,0.749066811704599,0.157924344757176,0.0443137490949387,0.3198700908004,-1.41208700438628,-2.01111085282736,0.388030831085897,0.519362664823378,NA,0.360758724627976,0.602776787115942
0.636149504175346,0.0817775562409438,NA,0.59219237312311,0.995483842043467,0.447412932099727,0.371553937142883,0.00566019483649828,0.759735118924589,0.893566387569818,0.438145105439603,0.0724776578726435,NA,0.0300747239326093,0.141632199157261
0.913902946841345,0.679331917584844,NA,0.545127606827759,0.789139849269746,0.00364861810942546,0.00951361515273808,-0.267427732529761,-2.9070440528866,-2.59302392718414,0.847570880055862,0.196102254773205,NA,0.908867435490631,0.160978700952883
0.025467885759263,0.632110300558517,NA,0.480509499428793,0.819277197018513,4.44741231221954e-05,0.00118545910690357,-0.228474732763135,-4.08291588911678,-3.24235582777457,0.866058621894665,0.808049869107106,NA,0.00360739935668007,0.347253965998342
0.372851268302817,0.707735694303528,NA,0.0499627111450999,0.71369286718937,0.67088091857342,0.903653139489009,-0.366900997741695,-0.424939308299883,0.121047844327076,0.0242791845965051,0.229712950068151,NA,0.0987013582977413,0.0909324915116059
0.689540704413352,0.924566842458199,NA,0.599000045654445,0.919891905748896,0.696273267542994,0.885444664136075,0.100569882490786,-0.390356069727501,-0.144070671111282,0.757187375233551,0.0606438403058402,NA,0.242582260760944,0.177538428743552
0.34729407601194,0.568046258649612,NA,0.109156557869138,0.43234781791134,0.163986802439342,0.279245196192904,-0.785180378774028,-1.39178734766307,-1.08201650027371,0.840285206208909,0.619964499978911,NA,0.892504857560163,0.466132568885118
0.843559289722286,0.255610532916967,NA,0.423023862833719,0.698307124849603,0.824160772857582,0.317279760160026,0.387606679872885,-0.222196687249838,-1.00006353801644,0.360128150885883,0.675882957367452,NA,0.301609611731217,0.968613710256659
0.432830798804865,0.222320697406636,NA,0.822343067184093,0.401642916993647,0.0632942172011092,0.202061607872902,-0.838690666967991,-1.85711905909788,-1.2756999454781,0.120025106562536,0.117551012268158,NA,0.265798912113331,0.880924717014681
0.632235512896429,0.824935563580292,NA,0.518730449710101,0.759925630844421,0.40377772315851,0.335649311633901,0.305578449539765,0.834893414214675,0.962797189100657,0.0801800470225266,0.218444010326498,NA,0.0892103046785629,0.588077945903155
0.435995838578534,0.440840389591807,NA,0.266534718067982,0.854701400347522,0.771114607123449,0.373251083346175,0.18312313914482,-0.290917251201651,-0.890400109990883,0.762220422340468,0.623455124586365,NA,0.717443770275813,0.553586435266762
0.49526444042521,0.213128087652277,NA,0.238639532982309,0.250531912555522,0.170435715462268,0.0121719343508735,1.14905837063326,-1.37080511678284,-2.50712010822667,0.7955335050037,0.58614728133615,NA,0.323498841279514,0.566361971913161
0.460277115151608,0.119184046528488,NA,0.0228974310048,0.905328349954131,0.149594434128078,0.125471862165185,-0.118933109977006,-1.44096548439615,-1.53220497132646,0.268911964319237,0.817433589324996,NA,0.0199419375503742,0.155658765001068
0.866795024602085,0.0514846987807824,NA,0.25459314013406,0.72699759522807,0.179005204983815,0.452088425240287,0.349122167359926,1.34382431442423,0.751937866003001,0.0125422036917263,0.100442069406557,NA,0.00737006782277625,0.00301240500218235
0.461747238703534,0.69984014770615,NA,0.0804556673151718,0.967102723289962,0.277509550234141,0.522631715601762,-0.041242310698956,-1.08593093293444,-0.639293962136477,0.210889494496543,0.243187850699542,NA,0.409885786537668,0.0701901622450147
0.482013832803711,0.0332660513735938,NA,0.597712674129328,0.437095401861933,0.36219331568738,0.71135989471372,-0.777107411148563,-0.911193713683065,-0.370030326015157,0.570997885091094,0.531878682935458,NA,0.151549157138566,0.000842280502620551
0.651983428186146,0.101524313105117,NA,0.375804135259002,0.477596674829503,0.151566578933885,0.0505644725711971,0.710173301721714,-1.43401991800555,-1.95515758985042,0.0946528635656826,0.0669751783179915,NA,0.938132491844634,0.260549382560699
0.222395003669268,0.350351237261784,NA,0.878390457205036,0.593513188087894,0.172411948788589,0.00120661164599121,0.533751911867375,-1.36449461208835,-3.23731258740636,0.134622755973788,0.386067588744555,NA,0.200095080097038,0.0688833318582251
0.441504275626432,0.88598455561465,NA,0.442740465442546,0.158967146339236,0.215583710303593,0.936088037791575,1.40855380578179,1.23835701872838,0.0801876180779847,0.463970099165032,0.24839883487499,NA,0.0196859267222006,0.789205060390496
0.0492556187154482,0.251059061505753,NA,0.503468731026748,0.903611667047979,0.100042685148159,0.000933982939251846,-0.121100204693938,-1.64464672521823,-3.30969316967245,0.964235768807969,0.341252577480847,NA,0.275229940169886,0.0269368420061443
0.127093981309503,0.678266662523193,NA,0.384855265358295,0.748942008275556,0.0439048220013243,0.0186546356951222,0.320034723356344,-2.0149983496115,-2.35236149424868,0.711070173071468,0.6333944263235,NA,0.354139075228227,0.640542454556616
0.92081499388642,0.951307271431182,NA,0.601801980451523,0.714066965513744,0.361756037188901,0.13439654773041,0.366399536543372,-0.912024088379258,-1.49698735736052,0.704976108824844,0.812864216082372,NA,0.617616654865429,0.978701724104576
0.245787454066022,0.630541530923623,NA,0.225946317935448,0.816894955589302,0.181649487885239,0.0545243167950895,0.231540461470698,-1.33569345998944,-1.92264763938837,0.762684150124772,0.0877322448518034,NA,0.00049993339344162,0.125627674622762
0.0815753921450439,0.0316060722271961,NA,0.273572886883752,0.614219735922011,0.182239891919508,0.0633847025439047,0.504059258013158,1.33389005310278,1.85648329060484,0.0876756327264722,0.00665295419388162,NA,0.145554567883517,0.281934152092936
