17.643,7.1318,1.9061,NaN,NaN,NaN,NaN,NaN,NaN
91.286,11.717,3.1316,90.926,17.38,3.3448,NaN,NaN,NaN
-0.012271,0.25322,0.067677,0.011912,0.20673,0.039786,0.00082569,0.17145,0.034291
0.032085,0.19648,0.052511,-0.0082755,0.20038,0.038562,-0.0049282,0.20994,0.041987
-0.064192,0.27369,0.073147,0.033659,0.18304,0.035225,0.0067926,0.15146,0.030292
0.054016,0.17965,0.048014,-0.059802,0.11965,0.023026,0.044726,0.16729,0.033459
-0.034312,0.17959,0.047996,-0.036998,0.25771,0.049596,0.065294,0.25185,0.05037
-0.093312,0.13769,0.036799,0.048681,0.18282,0.035184,-0.0045003,0.18435,0.03687
-0.090026,0.19689,0.05262,0.036711,0.16926,0.032575,0.019292,0.17372,0.034744
-0.0074147,0.21488,0.057428,-0.0037274,0.22227,0.042776,7.1921e-05,0.17965,0.035931
0.0086647,0.18728,0.050052,-0.0073664,0.21974,0.042288,0.011996,0.16839,0.033677
0.04312,0.18327,0.048981,0.0069418,0.19575,0.037672,-0.021339,0.13891,0.027783
-0.0047368,0.17239,0.046074,0.018215,0.22358,0.043028,-0.016806,0.22464,0.044928
-0.058043,0.26522,0.070883,-0.0086067,0.28666,0.055168,0.02611,0.19551,0.039102
-0.059752,0.31181,0.083336,0.017463,0.2519,0.048478,0.020097,0.19364,0.038728
0.021994,0.17858,0.047727,0.014638,0.12942,0.024907,-0.01611,0.1385,0.027699
0.039278,0.14414,0.038522,-0.042415,0.15334,0.02951,0.028079,0.13531,0.027061
0.0034817,0.14694,0.039272,-0.038876,0.17059,0.03283,0.045539,0.17189,0.034377
-0.046696,0.15053,0.040231,0.044443,0.21491,0.041359,-0.02372,0.19266,0.038533
-0.019062,0.18003,0.048115,0.0083948,0.13055,0.025125,0.0060212,0.18223,0.036445
0.019477,0.28662,0.076602,0.022586,0.20817,0.040063,-0.015366,0.23474,0.046949
-0.093731,0.13438,0.035915,0.0004328,0.16911,0.032546,0.045725,0.14402,0.028804
-0.034532,0.22128,0.059141,0.020782,0.14206,0.02734,-0.011971,0.15962,0.031924
0.033303,0.15114,0.040395,-0.046291,0.13908,0.026766,0.026909,0.15599,0.031198
0.051237,0.18396,0.049167,0.0068172,0.1378,0.02652,-0.023525,0.19851,0.039701
0.093144,0.13913,0.037184,0.016305,0.1772,0.034103,-0.058114,0.1395,0.027901
0.022709,0.16228,0.043371,0.026781,0.14408,0.027728,-0.026447,0.13779,0.027557
0.116,0.22688,0.060636,-0.0031114,0.28395,0.054646,-0.053597,0.15116,0.030233
0.024002,0.17248,0.046099,0.06548,0.17169,0.033041,-0.073764,0.23459,0.046919
0.1238,0.30879,0.082526,-0.07488,0.32289,0.062141,0.015349,0.25123,0.050247
