age,age_group,age_site,group,meta_p_AH_NAH,meta_p_AH_NC,meta_p_NAH_NC,meta_z_AH_NAH,meta_z_AH_NC,meta_z_NAH_NC,sex,sex_group,sex_site,site,site_group
0.243484842148942,0.0584720044098793,NA,0.221270976221421,0.569142493347933,0.255830124180156,0.76975774863128,-0.56931484632707,-1.13630216700203,-0.292691786361368,0.935109690450086,0.817228652917645,NA,0.154437028938717,0.0118516599342229
0.794806847560819,0.629995257297978,NA,0.088732456461399,0.849048773007057,0.0125532822917243,0.0322151311669428,0.190332263627377,-2.49619711511844,-2.14173104319085,0.150801101611883,0.458851990650506,NA,0.853365497843583,0.293389612310277
0.543840466081715,0.630666162389414,NA,0.9964348345495,0.157437029749483,0.199959696796917,0.00977976550109063,1.41374417539803,-1.28166639902595,-2.58352049970211,0.302309940891177,0.25459136056583,NA,0.331948576994811,0.22044152498218
0.83872182129283,0.0987723172578658,NA,0.1642633806464,0.0615002031482289,0.148118340734298,0.826383201100942,1.86988202001637,1.44620988950348,-0.219342572594813,0.313536614856801,0.184753550395386,NA,0.0409030487237551,0.577100376715069
0.14552500843502,0.268863357962381,NA,0.352581301832746,0.603984986906431,0.178284564100425,0.0111815741603395,0.518678457233564,-1.34605566854028,-2.53697248637265,0.590207279000046,0.187351510441078,NA,0.267702589355554,0.364374282976325
0.0141610897461811,0.316965980499958,NA,0.112923255350699,0.220462684169129,0.150297855077558,0.0297349938056385,1.2252987368243,-1.43848018726486,-2.17360258923059,0.571404114112343,0.661287746024602,NA,0.545575033371324,0.572508714787615
0.210348017494902,0.690425978830812,NA,0.335580822165552,0.173924481436014,0.610947898592835,0.0661494279527662,1.35970125308694,-0.508720860047851,-1.83740975407394,0.901173436797389,0.803816572124529,NA,0.743821417947254,0.969585620451373
0.121230709973848,0.175341058052323,NA,0.607561962267163,0.81248935925563,0.416003662550337,0.184768764625132,0.237215826053097,-0.813373998162082,-1.32621417719507,0.245779060437852,0.0357646578782576,NA,0.00014301773897002,0.142360035174033
0.260351282859101,0.0334923097907798,NA,0.0152234350371776,0.697204442400864,0.046616593356535,0.018024786364325,0.38909693271012,1.98976713486697,2.36510856215246,0.644451838191714,0.236380306135946,NA,0.112016208279873,0.312669289677361
0.203735465996573,0.350750399687077,NA,0.0649137909732823,0.103495598152689,0.432668881145419,0.0123676733189101,-1.6281381390268,0.784632820639848,2.50147626219627,0.729968409210559,0.239034637235256,NA,0.242397540326687,0.320192815324591
0.131477653144938,0.379716148282323,NA,0.221502161193297,0.289004025965139,0.136241893071919,0.5957032489793,1.06030904430991,1.48993284982873,0.53058953525143,0.645637171636477,0.77850714797608,NA,0.00135997587665417,0.113095264454427
0.314222062305544,0.476892014348466,NA,0.689170877633496,0.99762298640993,0.1753026768862,0.211015392087468,-0.00297914914384115,1.3553606606758,1.25077825057741,0.578963821337619,0.461091749719401,NA,0.91513895124798,0.580353921232421
0.0199246343758936,0.162682882885217,NA,0.507326040804573,0.383188352238755,0.61084494241876,0.857477828196527,0.872036708063342,0.508867727511649,-0.179585704721865,0.0437967491041831,0.909676769866762,NA,0.518137745045027,0.318456796668033
