0.23024,0.19776,0.028846,0.21449,0.18435,0.02718,0.26004,0.20727,0.021609
0.13608,0.20809,0.030354,0.17433,0.23169,0.03416,0.17871,0.19092,0.019905
0.095616,0.16297,0.023771,0.072591,0.17626,0.025988,0.119,0.1517,0.015815
0.090906,0.19624,0.028625,0.13427,0.19192,0.028297,0.13209,0.15331,0.015984
0.31455,0.2324,0.033899,0.4021,0.21953,0.032368,0.29722,0.21403,0.022314
-0.029549,0.15126,0.022064,-0.074712,0.17001,0.025066,-0.040794,0.18,0.018766
0.093207,0.16441,0.023982,0.17182,0.2059,0.030358,0.11599,0.19354,0.020178
0.094042,0.24595,0.035875,0.10945,0.21373,0.031513,0.14363,0.24421,0.025461
0.14246,0.1974,0.028794,0.13011,0.21327,0.031445,0.15981,0.19869,0.020714
0.064685,0.17861,0.026054,0.088544,0.17186,0.02534,0.051146,0.17565,0.018313
0.16258,0.22822,0.033289,0.19172,0.20938,0.030872,0.13075,0.20483,0.021355
-0.066891,0.22566,0.032916,-0.082142,0.23648,0.034867,-0.012455,0.24673,0.025723
0.25948,0.2177,0.031755,0.29752,0.28008,0.041295,0.37982,0.24967,0.02603
-0.027177,0.17838,0.026019,-0.022512,0.15614,0.023022,-0.071012,0.15628,0.016293
-0.020712,0.15839,0.023103,0.051474,0.1646,0.024269,-0.01191,0.17163,0.017894
0.11647,0.16727,0.024399,0.13973,0.20145,0.029702,0.10365,0.17595,0.018344
-0.096699,0.18166,0.026498,-0.13486,0.18994,0.028004,-0.078605,0.19481,0.020311
0.042601,0.18276,0.026659,0.052536,0.1838,0.027099,0.050273,0.19256,0.020076
0.27112,0.23512,0.034296,0.23424,0.21238,0.031314,0.22539,0.22517,0.023476
-0.0095509,0.15521,0.022639,-0.0017068,0.17451,0.02573,0.022313,0.16823,0.017539
0.039824,0.18233,0.026596,-0.0098414,0.19864,0.029288,0.039532,0.1817,0.018944
0.10859,0.19933,0.029075,0.10293,0.19054,0.028094,0.13332,0.19447,0.020274
0.12568,0.2032,0.02964,0.18421,0.1947,0.028708,0.15553,0.17746,0.018501
0.050135,0.1512,0.022055,0.034542,0.172,0.02536,0.013887,0.19509,0.020339
0.072901,0.16968,0.02475,0.11357,0.19686,0.029026,-0.002826,0.17861,0.018621
0.049983,0.19668,0.028689,0.011364,0.17827,0.026284,0.069982,0.22756,0.023725
0.071086,0.14835,0.021639,0.095458,0.19427,0.028644,0.050691,0.18112,0.018883
0.24078,0.29782,0.043442,0.17896,0.28779,0.042433,0.17964,0.24588,0.025635
